UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
121,170.1782474,-43.43216391,Roberts Point Track ,,The Roberts Point Track requires a good level of fitness. After walking one hour you will reach Hende's Hut. From there the track continues to climb on to Roberts Point where the glacier views are spectacular. ,Advanced,5 hr 20 min,3739.4,4,1,one_way,0,5.3,3.74 kilometer
122,173.6990326,-42.42853613,Kaikoura Peninsula Walkway,,"Observe seals and seabirds, explore historic pā and whaling sites and enjoy clifftop views of the sea and mountains. Suitable for families, the whole walkway takes three hours but you can also explore a range of shorter tracks.",Easy,5 min - 3 hr,4774.99,2,1,one_way,0,3,4.78 kilometer
123,167.9503414,-44.72143622,The Chasm Walk,,"Dramatic views of powerful waterfalls and water-sculpted shapes in the rocks will keep kids interested on this short, easy walk.",Easiest,20 min,421.04,1,1,one_way,0,0.33,421.05 meter
124,171.4592061,-41.76501132,Cape Foulwind Walkway,,"A seal colony, a lighthouse and panoramic views of mountains and coastline feature on this spectacular coastal walkway. With the beach close by as well it's a good option for children. It's also one of our best short walks.","Easiest,Easy",1 hr 15 min one way,3200.26,1,2,one_way,0,1.25,3.21 kilometer
125,174.8184341,-41.14690824,Rangituhi/Colonial Knob Walk,,Climb to the summit of this 468 m peak for views on clear day from the Inland Kaikoura Range in the south to Mt Taranaki in the north-west - it's a good option for older children.,Easy,3-5 hr return,7094.92,2,1,return,0,5,7.1 kilometer
126,175.716165,-38.56541064,Rimu Walk,,This short loop walk from Kakaho Campsite takes in the fantastic views and the tall trees of the Pureora Forest.,Easy,1 hr,1539.58,2,1,one_way,0,1,1.54 kilometer
127,173.6925369,-41.42591451,Mt Sunday/Mt Riley Track,,Pass over Mt Sunday (1310 m) and Mt Riley (1314 m) on this circuit track.,Advanced,8 hr return,11762.17,4,1,return,0,8,11.77 kilometer
128,173.2066995,-41.5193372,Alpine Route,,This challenging trip above the bushline in Mt Richmond Forest Park offers outstanding views over the Waimea Plains and the Inland Kaikoura Ranges.,"Advanced,Expert",3 days +,62220.71,4,2,one_way,3,72,62.23 kilometer
129,168.5885169,-43.99923084,Stafford Bay Route,,The tracks and routes in the Stafford Bay area can be challenging and are recommended for fit and well-equipped trampers. ,Expert,4 hr one way,16597.71,5,1,one_way,0,4,16.6 kilometer
130,177.3549725,-37.98740626,Tirohanga Dunes Trail,,"On this easy, beautiful trail, you’ll enjoy panoramic views of the Pacific Ocean, Whakaari/White Island, Moutohora/Whale Island and towards East Cape.",Easy,4 hr return,4521.38,2,1,return,0,4,4.53 kilometer
131,174.2055828,-36.10168603,Kauri Bushman's Walk,,"This short kauri forest walk is gentle, making it suitable for children and an easy opportunity to enjoy the unique kauri forest environment. ",Easiest,15 min,265.2,1,1,one_way,0,0.33,265.2 meter
132,173.7491103,-35.25370741,Waihoanga Gorge Kauri Walk,,"Take the Waihoanga Gorge Kauri Walk as it makes its way through a range of forest species including puriri, taraire, nikau and virgin kauri trees.",Easy,2 hr,2294.35,2,1,one_way,0,2,2.3 kilometer
133,175.0787027,-38.00993498,Pirongia summit via Hihikiwi Track,,Take the shortest track to Pahautea Hut and Pirongia summit.,Advanced,4 - 6 hr one way,5073.27,4,1,one_way,0,6,5.08 kilometer
134,170.5056321,-43.62197302,Godley valley tracks,,Walk or mountain bike up the Godley valley.,Advanced,8 hr | 11 hr one way,23572.05,4,1,one_way,0,11,23.58 kilometer
135,174.4589232,-35.49137235,Watkin Powell Track,,"This easy short track from Otamure Bay campsite leads to a sandy, secluded beach at Tauwhara Bay. Suitable for children. ",Easy,15 min,188.79,2,1,one_way,0,0.33,188.8 meter
136,174.6294504,-36.46547246,Moirs Hill Walkway ,,"Stroll to view the Pohuehue waterfall or complete the walkway or longer loop (Beverley Price Loop Track) through regenerating forest in the Pohuehue Scenic Reserve, just south of Warkworth.","Easiest,Advanced",5 hr return,7801.87,1,4,return,0,5,7.81 kilometer
137,175.7364854,-37.42799613,Crown Track to Dickey's Flat,,Take this short walk through historic mining country through to the Dickey Flat Campsite.,Easy,1 hr one way,4399.8,2,1,one_way,0,1,4.4 kilometer
138,176.4399728,-39.30059241,Lotkow Road to Little's Clearing,,Lotkow Road branches off Whittle Road at the entry point to the Kaweka Forest Park.,Advanced,3 - 4 hr one way,6992.85,4,1,one_way,0,4,7 kilometer
139,175.814981,-39.00866415,Tongariro River Trail,,"Follow the banks of the Tongariro River alongside farmland and through native bush and urban areas, and enjoy magnificent river views - it's an easy, mainly flat track with multiple entry points so a great option for children. ",Easy,2 - 3 hours,14357.25,2,1,one_way,0,3,14.36 kilometer
140,174.1083856,-39.25751982,North Egmont short walks,,"These short walks are in the Egmont National Park, at North Egmont Road end.",Easiest,Various times under 1 hr,5921.08,1,1,one_way,0,1,5.93 kilometer
141,169.3574776,-45.24647496,Earnscleugh Tailings Track,,"The tailings on this walk are nationally significant as the only complete record of dredging activity from 1863 to 1963. They're an awe inspiring sight, hundreds of metres wide like a giant’s ploughed field. ",Easy,30 min or 2 - 3 hr,5060.52,2,1,one_way,0,3,5.07 kilometer
142,167.5817773,-45.59137617,Pearl Harbour to Back Valley Hut Track,,"A tramping track leading through beech forest to Back Valley Hut near Manapouri, with a side trip option to peaceful Lake Rakatu.",Advanced,4-5 hr return to hut,22545.16,4,1,return,0,5,22.55 kilometer
143,168.2968753,-44.76338544,Scott Creek Track,,"This route is for experienced trampers. It is irregularly marked, steep and in parts obscure and washed out.",Advanced,5-7 hr return,3648.52,4,1,return,0,7,3.65 kilometer
144,175.8547209,-37.50366084,Ananui Falls Track,,Experience the Ananui Falls Track with delightful scenery along the way.,Advanced,4 hr,4499.01,4,1,one_way,0,4,4.5 kilometer
145,167.520578,-45.75881168,South Borland Track,,"This short tramping track goes between Borland Lodge and 6km along the Borland Road, Monowai, Fiordland.",Advanced,3 hr one way,5878.25,4,1,one_way,0,3,5.88 kilometer
146,169.6360911,-44.18566905,Ahuriri Valley Track,,This track follows the Ahuriri River. Three huts on route provide several options.,Advanced,6 hr one way,16480.86,4,1,one_way,0,6,16.49 kilometer
147,175.077648,-40.87786801,Kohekohe Walk,,Kohekohe Walk in Hemi Matenga Memorial Park Scenic Reserve is suitable for people of all ages and fitness levels. It links Tui Crescent to Kakariki Grove.,Easiest,30 min return,1023.48,1,1,return,0,0.5,1.03 kilometer
148,171.969911,-42.08878012,Kirwans Track and Waitahu Valley,,The walk up to Kirwans Hut is one of New Zealand's classic overnight tramps.  A three day loop can also be made by going down the Waitahu Valley.  There are incredible historic relics to be seen in this area.,"Advanced,Expert",2-3 days,24199.29,4,2,one_way,2,48,24.2 kilometer
149,172.3478921,-43.79328857,Harts Creek Track,,"This walkway to a bird hide, where you can easily view birdlife, is a great walk for children and families.  ",Easiest,40 min,1368.38,1,1,one_way,0,0.67,1.37 kilometer
150,169.0717515,-44.67339009,Roys Peak Track,,"Take in breathtaking views over Lake Wanaka, Mount Aspiring/Tititea and surrounding peaks after a steep climb through alpine meadows and tussock grasslands to the summit. This is a popular track and one of our best day hikes.",Easy,5-6 hr,6928.42,2,1,one_way,0,6,6.93 kilometer
151,176.3168664,-38.18863713,Tuhoto Ariki Trail,,Specifically designed dual use trail through native bush with great downhills and some decent climbs for the mountain bikers. Starts from the highest point in Whakarewarewa Forest.,Advanced,1 hr 30 min,3527.87,4,1,one_way,0,1.5,3.53 kilometer
152,172.6826219,-41.19238336,Tableland Circuit,,"Rock shelters, an open tussock plateau and tops with superb views, combine to make this an interesting overnight tramp with options for children.","Easy,Expert",2 days,25501.86,2,5,one_way,2,48,25.51 kilometer
153,168.1267249,-44.69501715,Humboldt Falls Track,,"This easy, well graded walking track from the Hollyford Road takes you on a short climb through rainforest to the lookout of the impressive Humboldt Falls.",Easy,30 min,552.55,2,1,one_way,0,0.5,552.56 meter
154,175.1003698,-39.91317677,Gordon Park Loop Track,,"This flat and well-formed track passes through native podocarp-hardwood forest and has a variety of birds - with a picnic table at the start, it's a good option for families.",Easiest,15 min,631.22,1,1,one_way,0,0.33,631.22 meter
155,168.5481892,-45.06675519,Twelve Mile Delta to Bob’s Cove Track,,"Follow the shore of Lake Wakatipu and enjoy lake views, native bush and ancient marine sediments. Twelve Mile Delta was a location for Lord of the Rings' Ithilien Camp.",Easy,2 - 4 hr,344.82,2,1,one_way,0,4,344.82 meter
156,174.126152,-35.88299461,Main Ridge Track,,"Tangihua Main Ridge is a rough track, which follows the main ridge through thick vegetation. The views from the track are very rewarding on a clear day.",Advanced,2 - 3 hr one way,7281.56,4,1,one_way,0,3,7.29 kilometer
157,171.8936292,-42.24596864,Big River tracks,,"Explore a remarkable array of goldmining relics in Big River, one of the most intact mining areas.","Intermediate,Advanced",7-8 hr (allow full day),20292.35,3,2,one_way,0,8,20.3 kilometer
158,171.3782066,-42.28994445,Croesus Track,,"Croesus Track is one of the finest surviving examples of a miners' track (1881) on the West Coast. Visitors can also experience what life was like for miners by staying in historic Croesus Top Hut, or by visiting the Garden Gully Hut.",Advanced,1-2 days,22504.98,4,1,one_way,1,24,22.51 kilometer
159,167.9106115,-46.86731301,North West Circuit Stewart Island/Rakiura,,The North West Circuit offers challenging multi-day tramping around Rakiura/Stewart island’s northern coast. ,Advanced,9 - 11 days,119965.74,4,1,one_way,9,216,119.97 kilometer
160,173.9757792,-36.05813313,Tokatoka Scenic Reserve Track,,Climb to the top of Tokatoka and enjoy the stunning 360-degree views. ,Easy,20 min one way,291.44,2,1,one_way,0,0.33,291.44 meter
161,178.100482,-38.66446304,Okitu Bush Scenic Reserve Walk,,This easy track through native bush has creeks for kids to explore and a grassy picnic area close to the car park - it's a great option for families.,Easiest,30 min,589.54,1,1,one_way,0,0.5,589.54 meter
162,168.5668418,-45.00450413,Moke Lake Loop Track,,"This popular short, undulating walk through grassland is surrounded by mountains and goes right round the lake. ",Easy,2 - 3 hr,4897.25,2,1,one_way,0,3,4.9 kilometer
163,175.8650058,-38.63830494,Kawakawa Bay tracks,,"The K2K and Orakau tracks both take you into the picturesque Kawakawa Bay; walk or ride the trails separately, or link them together for a longer day out.",Easy,2 hr | 3 hr,15920.07,2,1,one_way,0,3,15.93 kilometer
164,169.9701145,-43.44698556,Lake Matheson / Te Ara Kairaumati Walk,,A gentle walk leads to views of the mountains reflected on the still waters of Lake Matheson. It's one of our best short walks.,Easiest,1 hr 30 min,3579.64,1,1,one_way,0,1.5,3.58 kilometer
165,173.5624576,-35.67331867,Toatoa Walk,,You can see fine examples of toatoa (blue celery pine) and other podocarps on this short walk in Waipoua Forest.,Easiest,10 min one way,198.79,1,1,one_way,0,0.17,198.79 meter
166,168.8275173,-44.93758862,Arrowtown Chinese Settlement,,"One golden village, two tales. The picturesque preservation of two very different goldrush communities – Chinese and European – in a town that still thrives.",Easiest,At your leisure,296.39,1,1,one_way,0,12,296.4 meter
167,176.8575316,-39.43149127,Whakamaharatanga Walkway,,"The walkway crosses farmland through two old pā sites with  terraces, pits and middens (shell dumps). Most of the farmland was under water prior to the Napier earthquake in 1931. ",Easiest,40 min / 1 hr,1183.02,1,1,one_way,0,2,1.19 kilometer
168,175.079874,-40.87591825,Te Au Track,,The track climbs to 521 m and offers panoramic views of the Waikanae Estuary and Kapiti Island.,Advanced,3 – 4 hr to Huia Street,5202.25,4,1,one_way,0,4,5.21 kilometer
169,171.2073432,-43.4810819,Lake Heron tracks,,"Explore the area around Lake Heron on these tracks - discover kettle holes, and views of the lake and surrounding mountains.",Easy,10 min | 45 min | 1 hr | 3 hr one way,7210.9,2,1,one_way,0,3,7.22 kilometer
170,172.7041186,-34.50823445,Twilight Beach to Te Paki Stream ,,This 4 hour 30 minute track leads you past Scott Point to the famous 90 Mile Beach and the Te Paki sand dunes.,Easy,4 hr 30 min,6373.73,2,1,one_way,0,4.5,6.38 kilometer
171,176.2966381,-39.93175952,A’Deanes Bush Walk,,Take a walk through beautiful native forest dominated by matai and kahikatea as well as a large totara tree. The reserve is on a flat river terrace.,Easiest,30 min,710.6,1,1,one_way,0,0.5,710.6 meter
172,177.3935388,-38.2242337,Tokenui to Te Waiti Route,,This route leads through the middle of the Urutawa Conservation Area. As it is rough and gorgy in places it is recommended for experienced trampers only. ,Expert,6 - 8 hr one way,17335.08,5,1,one_way,0,8,17.34 kilometer
173,177.3090691,-38.17040607,Mangapumarumaru Track,,"This strenuous 4 hour track starts in the Waioeka Gorge, 23km south of Opotiki. ",Advanced,3 - 4 hr one way,5626.01,4,1,one_way,0,4,5.63 kilometer
174,175.1388144,-39.72710868,Atene Skyline Track,,The Atene Skyline Track has spectacular views and a campsite for trampers wanting to stay the night.,Advanced,6 - 8 hr,12250.88,4,1,one_way,0,8,12.26 kilometer
175,171.22407,-43.63237,Mount Barrosa Track,,Climb to the top of Mount Barrosa (1364 m) for good views of the surrounding countryside.,Advanced,2 hr 30 min one way,3284.21,4,1,one_way,0,2.5,3.29 kilometer
176,173.7430148,-41.12831111,Opouri Bridle Track,,Walk or mountain bike through native forest and farmland from Opouri Saddle down to Harvey Bay (Duncan Bay). ,Easy,1 hr,4212.22,2,1,one_way,0,1,4.22 kilometer
177,176.0087807,-40.05337954,Mid Pohangina Hut Track,,Cross farmland and then sidle high above the picturesque Pohangina River in the Ruahine Forest Park before crossing the river and heading to the hut. Stay a night and return the same way.,Advanced,5 - 7 hr,5799.12,4,1,one_way,0,7,5.8 kilometer
178,172.4917362,-42.39193556,St James Walkway,,"This track passes through pastoral land, beech forest and sub-alpine regions, and is a great introduction to multi-night tramping.",Advanced,5 days,62923.73,4,1,one_way,4,96,62.93 kilometer
179,176.286926,-39.54858412,No Man's Road area tramping tracks,,Tracks starting at No Man's Road give access to a number of backcountry huts in the Eastern Ruahine Forest Park.,Advanced,8 - 10 hr,17135.08,4,1,one_way,0,10,17.14 kilometer
180,171.6921417,-43.09539567,Cass-Lagoon Saddle Track,,"Cass - Lagoon Saddle in Craigieburn Forest Park is a two-day round trip suitable for fit, moderately experienced and equipped parties.","Advanced,Expert",2 - 3 days,31680.66,4,2,one_way,2,48,31.69 kilometer
181,167.4803499,-45.74512979,Eldrig Peak Route,,This quite steep and difficult tramping track leads from the Borland Road through beech forest then into the tops where you can enjoy gorgeous views of Fiordland.,Advanced,4 - 5 hours to tops,2966.5,4,1,one_way,0,5,2.97 kilometer
182,176.9023929,-39.85838826,Mohi Bush Scenic Reserve walks,,"Explore Mohi Bush and see if you can spot the tiny rifleman, New Zealand's smallest bird. This is one of the few places it is found outside of forest parks in Hawke's Bay.",Easiest,30 min/1 hr,3177.24,1,1,one_way,0,1,3.18 kilometer
